doc_idx,filename,city,county,year,rule_label,llm_majority_label,llm_consistency,llm_reason,text_first_500,human_label,human_notes
203,2020-台州市黄岩区人民政府关于印发台州市黄岩区节水行动实施方案的通知.docx,台州市,黄岩区,2020.0,incentive,regulatory,1.0,(keyword fallback),台州市黄岩区人民政府关于印发台州市黄岩区节水行动实施方案的通知各乡镇人民政府街道办事处区政府直属各单位台州市黄岩区节水行动实施方案已经区政府研究同意现印发给你们请结合实际认真贯彻执行台州市黄岩区人民政府年月日此件公开发布台州市黄岩区节水行动实施方案为贯彻落实党的十九大精神大力推动全社会节水全面提升水资源节约集约利用水平促进生态文明建设和经济社会高质量发展根据国家节水行动方案浙江省节水行动实施方案结合黄岩区实际制定本实施方案一总体要求一指导思想以习近平新时代中国特色社会主义思想为指导深入贯彻节水优先方针把节约用水作为生态环境保护和水资源可持续利用的重要举措贯穿于经济社会发展全过程和各领域努力把黄岩区建设成为南方沿海丘陵地区实施国家节水行动的标杆县区强化目标管理和刚性约束实行水资源消耗总量和强度双控聚焦重点领域实施重大节水工程加强宣传教育和示范引领增强全社会节水意识着力推进政策和技术创新促进用水方式由粗放向节约集约转变为建设生态文明实现黄岩区经济社会高质量发展提供有力支撑二主要目标到年重点领域节水取得快速突破节水型生产和生活方式初步建立非常规水利用占比进一步增大用水效率和效益显著提高全社会,regulatory,
204,2020-台州市黄岩区人民政府办公室关于加快推进海绵城市建设的实施意见.docx,台州市,黄岩区,2020.0,incentive,regulatory,1.0,(keyword fallback),台州市黄岩区人民政府办公室关于加快推进海绵城市建设的实施意见各乡镇人民政府街道办事处区政府直属各单位为保护和改善城市生态环境进一步提高城市综合防灾减灾能力实现雨水自然积存自然渗透自然净化的城市发展方式促进生态文明建设根据国务院办公厅关于推进海绵城市建设的指导意见国办发号浙江省人民政府办公厅关于推进全省海绵城市建设的实施意见浙政办发号台州市人民政府办公室关于全面推进全市海绵城市建设的实施意见台政办发号等文件精神经区政府同意特制定本实施意见一总体要求深入贯彻党中央国务院关于生态文明建设的重大战略部署以提升水安全保障水资源改善水环境及水生态为抓手切实转变城市规划建设理念大力推进海绵城市建设按照习近平总书记关于节水优先空间均衡系统治理两手发力的要求坚持示范先行四周辐射点线成面全面覆盖的总体思路科学规划统筹建设城市水系统园林绿地系统城市道路系统建筑与小区系统等四大系统建设推进海绵城市建设提升城市排水防涝能力和流域防洪能力有效削减径流污染加快构建健康完善的城市水生态系统二目标任务按照生态优先自然循环规划引领统筹推进分区实施政府引导社会参与的原则围绕渗滞蓄净用排将海绵城市建设要求纳入城市规划建设管控,regulatory,
210,2016-建德市人民政府关于调整居民生活污水处理费标准的通知.docx,杭州市,建德,2016.0,regulatory,incentive,0.5,(keyword fallback),建德市人民政府关于调整居民生活污水处理费标准的通知各镇乡人民政府各街道办事处市政府各部门单位为落实国家发展改革委财政部住房城乡建设部关于制定和调整污水处理收费标准等有关问题的通知发改价格号文件精神促进水污染防治改善水环境质量推进五水共治工作经研究决定调整居民生活污水处理费标准现将有关事项通知如下一新安江洋溪更楼三个街道的社区居民生活污水处理费标准调整为每吨元其中农村暂按每吨元收取二寿昌梅城下涯杨村桥乾潭集镇暂按每吨元收取三为保障低收入家庭基本生活不受污水处理费标准调整的影响对城乡低保户家庭含农村五保对象城镇三无人员每户每月减免吨用水量的污水处理费四居民生活污水处理收费标准调整涉及千家万户影响面大各相关部门和乡镇街道要加强沟通协调结合当前水环境治理加强宣传和信息公开耐心解释政策强化行业监管争取社会各界的理解和支持确保本次价格调整的顺利实施五本通知自年月日起执行建德市人民政府年月日,incentive,
223,2015-江干区全面深化改革创新工作要点.docx,杭州市,上城区,2015.0,incentive,regulatory,1.0,(keyword fallback),江干区全面深化改革创新工作要点来源区发改局发布时间访问量年是全面深化改革创新的关键之年根据中央和省市委有关要求围绕深入实施江改十九条重点项目责任分解方案明确的个改革创新项目特制定年全面深化改革创新工作要点一构建产业服务体系研究制定产业扶持办法创新扶持资金投入方式完善和落实产业发展规划专项行动计划促进四大经济五大产业协同发展大力培育江干特色产业责任单位区发改局全面实施区域合作招商深化大招商体系进一步提高钱江新城楼宇入驻率和企业属地率责任单位区招商局建立产业部门街道园区协同推进机制明确重点产业培育的责任体系和考核办法责任单位区发改局实施浙商新生代工程争取招大引强新突破全力打造浙商总部中心示范区责任单位区招商局建立电商换市推进机制引导传统产业线上线下融合发展编制承接杭州跨境电子商务综合试验区战略规划加快打造东方电子商务城责任单位区商务局区科技经济园管委会杭州国际商贸城江干指挥部办公室九堡街道完善重点项目推进机制提高项目服务实效发挥重点项目在扩大有效投资上的关键性作用责任单位区发改局建立企业综合服务中心进一步整合服务资源完善服务体系优化亲商安商以商引商环境责任单位区招商局二构建创新驱动体系优化,informational,
229,2020-杭州市富阳区人民政府办公室关于印发杭州市富阳区节水行动实施方案的通知.docx,杭州市,富阳区,2020.0,incentive,regulatory,1.0,(keyword fallback),杭州市富阳区人民政府办公室关于印发杭州市富阳区节水行动实施方案的通知各乡镇人民政府各街道办事处区政府各部门直属各单位杭州市富阳区节水行动实施方案已经区政府第次常务会议审议通过现印发给你们请认真组织实施杭州市富阳区人民政府办公室年月日为认真贯彻落实习近平总书记节水优先空间均衡系统治理两手发力的新时期治水方针全面提升水资源利用效率形成节水型生产生活方式促进我区经济社会高质量发展根据国家节水行动方案浙江省节水行动实施方案和杭州市节水行动实施方案结合富阳实际制定本实施方案一总体要求一指导思想以习近平新时代中国特色社会主义思想为指导全面贯彻落实党的十九大精神把节约用水作为生态环境保护和水资源可持续利用的重要举措贯穿到经济社会发展全过程和各领域强化水资源承载能力刚性约束实行水资源消耗总量和强度双控聚焦重点领域实施重大节水工程落实目标责任加强监督管理增强全社会节水意识推动节水制度政策技术机制创新促进用水方式由粗放向节约集约转变为建设富裕阳光的大都市新型城区全力打造现代版富春山居图提供有力支撑二基本原则加强领导强化约束加强对节水工作的领导强化水资源消耗总量和强度双控的引导和约束作用构建以用水总量和用水,informational,
231,2021-关于印发杭州市富阳区全面推进健康富阳建设行动计划实施意见的通知.docx,杭州市,富阳区,2021.0,regulatory,informational,0.5,(keyword fallback),关于印发杭州市富阳区全面推进健康富阳建设行动计划实施意见的通知各乡镇人民政府各街道办事处区政府各部门各直属单位杭州市富阳区全面推进健康富阳建设行动计划实施意见已经第次区政府常务会议审议通过现印发给你们请认真贯彻落实杭州市富阳区人民政府办公室年月日为认真贯彻健康中国规划纲要健康浙江行动纲要健康杭州规划纲要全面落实国务院关于实施健康中国行动的意见国发号浙江省人民政府关于推进健康浙江行动的实施意见浙政发号杭州市人民政府关于推进健康杭州三年行动年的实施意见杭政函号和健康杭州建设领导小组办公室关于印发健康杭州三年行动实施方案年的通知杭健康办号精神全力推进健康富阳建设持续提高人民健康水平努力打造健康杭州先行区结合富阳实际现提出以下实施意见一指导思想以习近平新时代中国特色社会主义思想为指导深入贯彻党的十九大十九届五中全会精神和新时代卫生健康工作方针全面落实区委一届十次会议决策部署坚持健康共治和大健康大融合的发展理念将健康融入所有政策加快推动把以治病为中心转变为以人民健康为中心转变全力构筑健康富阳建设新格局为高水平打造现代版富春山居图奠定坚实的健康保障二行动目标到年健康促进体制机制基本建成健康影响评价,incentive,
244,2024-杭州市钱塘区住房和城乡建设局关于印发《杭州市钱塘区农村生活污水治理区级资金补助办法》的通知.docx,杭州市,钱塘区,2024.0,regulatory,incentive,1.0,(keyword fallback),杭州市钱塘区住房和城乡建设局关于印发杭州市钱塘区农村生活污水治理区级资金补助办法的通知各街道办事处各相关部门为确保我区农村生活污水治理工作持续有效健康发展推动农村水环境提升再上新台阶根据浙江省农村生活污水处理设施管理条例浙江省人民政府办公厅关于加强农村生活污水治理设施运行维护管理的意见浙政办发号等文件精神并结合我区实际情况特制定本办法请遵照执行杭州市钱塘区住房和城乡建设局年月日杭州市钱塘区农村生活污水治理区级资金补助办法一资金来源补助资金由区级财政安排专项用于我区农村生活污水治理设施日常运维提升改造新建项目启动资金及污水零直排村建设等二补助对象全区纳入农村生活污水运维管理考核新建项目启动资金以及对原有设施进行提升改造和实施污水零直排村建设的街道三目标任务建立以区住建局为管理主体杭州市生态环境局钱塘分局为监督主体街道办事处为责任主体村级组织为落实主体农户出租户为受益主体以及第三方专业服务机构为服务主体的六位一体的农村生活污水治理设施运行维护管理体系根据农村生活污水治理设施规模和所处环境以处理水量计量水质监测污泥规范处置污水收集系统和终端处理系统的防渗漏防堵塞防破损防故障为主要任务做好数据,incentive,
245,2021-杭州钱塘新区管理委员会关于实施健康钱塘行动的意见.docx,杭州市,钱塘区,2021.0,regulatory,informational,0.75,(keyword fallback),杭州钱塘新区管理委员会关于实施健康钱塘行动的意见各街道办事处区级各部门各直属单位为更好地贯彻落实国务院关于实施健康中国行动的意见国发号浙江省人民政府关于推进健康浙江行动的实施意见浙政发号和杭州市人民政府关于推进健康杭州三年行动年的实施意见杭政函号等有关文件精神加快推进健康钱塘惠民区建设全力实施健康钱塘行动结合实际现提出以下意见一行动目标以居民健康需求为导向以整合高效存量优化增量提质共建共享为原则秉持大健康数治健康融入万策理念瞄准公众感知度和获得感着力打造品质高特色强布局佳的健康钱塘到年环境社会服务人群产业领域健康治理水平显著提升健康钱塘建设体制机制更加完善公共卫生服务能力大幅度增强居民健康素养水平持续提高具体实现以下目标居民健康持续提升健全覆盖全区的健康素养和健康生活行为方式监测体系居民健康素养水平达以上健康生活行为方式广泛普及经常参加体育锻炼的人口比例达到以上岁以上居民吸烟率降低到以内国民体质监测合格率达到以上儿童青少年总体近视率力争每年降低个百分点以上人居环境更加健康生态环境质量明显改善主要污染物排放总量大幅减少空气质量优良天数比率达到省市下达指标城乡居民饮用水水质达标情况持续改善,regulatory,
256,2019-关于印发西湖区2019年“五水共治”第一批项目的通知.docx,杭州市,西湖区,2019.0,regulatory,incentive,0.5,(keyword fallback),附件西湖区年第一批治水项目任务表单位万元,regulatory,
265,2003-转发市建委关于2003年运河综合整治方案的通知.docx,杭州市,西湖区,2003.0,incentive,regulatory,1.0,(keyword fallback),转发市建委关于年运河综合整治方案的通知各区县市人民政府市政府各部门各直属单位市建委拟定的年运河综合整治方案已经市政府同意现转发给你们请认真贯彻实施杭州市人民政府办公厅二三年六月二十五日年运河综合整治方案市建委二三年五月三十日根据市九届人大五次会议关于加快运河综合整治的决议的精神及市九届人大常委会第三十九次会议关于市政府执行加快运河综合整治决议情况的审议意见为实现市委市政府提出的力争在五年内完成运河综合整治工作的目标年运河综合整治工作应结合城市基础设施建设旧城改造环境整治等工作按照截污清淤驳坎配水绿化保护造景管理的字方针组织实施具体方案如下一截污纳管工作一结合道路建设和改造加快污水干管截污管的建设不断完善第一第二和第三污水系统为工业企业公建单位及生活小区的截污纳管创造条件重点实施之江路复兴路富春江路污水干管的建设解决钱江新城之江度假区及梅家坞等地区的污水纳管问题二完成七格污水处理厂一期工程万吨日的调试并投入运行完成二期工程的技术前期工作并争取开工建设三在去年完成市区第一批生活小区及部分公建单位生活污水截污纳管工作的基础上结合新一轮城区条河道和运河综合整治实施新一轮截污纳管工作今年计划完成,informational,
273,2014-关于成立西湖区农村生活污水治理工作领导小组的通知.docx,杭州市,西湖区,2014.0,informational,regulatory,1.0,(keyword fallback),关于成立西湖区农村生活污水治理工作领导小组的通知各镇人民政府街道办事处区政府各部门各直属单位之江度假区管委会各单位为加强对全区农村生活污水治理工作的领导确保各项建设任务按时保质保量完成根据省委省政府关于深化千村示范万村整治工程扎实推进农村生活污水治理的若干意见精神区政府决定成立西湖区农村生活污水治理工作领导小组现将工作小组成员名单通知如下组长朱党其副组长张德平赵欣浩成员高卫星区政府办夏冰区政府办刘世罡之江办胡为区监察局郑福良区委组织部来小平区委宣传部何加新区财政局何海强区农办沈坚华区农办丁亚超区审计局吴国华区住建局郑仁榜区城管局诸伟元西湖国土分局金耐西湖环保分局陈天力西湖环保分局李思静西湖规划分局王黎区卫生局吴克青转塘街道谢素勤留下街道袁明华三墩镇何蕾双浦镇赵水林之江财政局田建军之江建设局施华均之江环保局吴红玲之江规划分局陈学明之江国土分局领导小组下设办公室设在区农办负责工作小组日常工作何海强同志兼任办公室主任沈坚华陈天力兼任办公室副主任杭州市西湖区人民政府办公室年月日,informational,
283,2018-关于做好2018年度“五水共治”信息报送工作的通知.docx,杭州市,临安,2018.0,regulatory,informational,0.75,(keyword fallback),关于做好年度五水共治信息报送工作的通知局属各单位港航处各工程建设指挥部局机关各科室根据临安区年五水共治宣传工作考核办法为进一步落实交通运输系统五水共治宣传工作完成考核任务现将局系统五水共治信息报送有关要求通知如下认清意义提高认识五水共治是关乎民生的大事加强宣传工作是反映局系统的工作成效提高在省市民意调查公众满意度排名的有效举措更是关系局系统年终考核结果的一项重要内容请各单位高度重视单位主要领导要亲自过问认真对待落实分管领导和专人做好宣传和信息报送工作及时反映单位工作成效结合工作提前梳理各单位要根据自身职能和工作特点提前梳理宣传信息的重点方向报送内容以及时间节点落实信息采写具体人员有价值的信息要提前汇报以便联系媒体进行专门报道各单位在做好自身单位内部管理和截污纳管宣传的同时重点要结合维修洗车行业污水排放治理客运企业洗车用水节水交通工程包括美丽公路配套防洪排涝设施建设配合防洪工程配合污水处理五水共治工程涉路施工交通场站配套污水工程交通涉路工程配套排污水管网设计航道航线水域保洁码头及游船污水排放治理青山航道防洪调水及垃圾清理等工作做好信息报送工作明确任务落实责任区五水办下达任务每季度向区五水,informational,
284,2017-关于做好2017年度“五水共治”信息报送工作的通知.docx,杭州市,临安,2017.0,regulatory,informational,0.75,(keyword fallback),关于做好年度五水共治信息报送工作的通知局属各单位港航处各工程建设指挥部根据临安市年度五水共治工作单项考核办法和临安市年五水共治宣传工作考核办法为进一步落实交通运输系统五水共治五个度宣传工作完成考核任务现将局系统五水共治信息报送有关要求通知如下认清意义提高认识五不共治是关乎民生的大事加强宣传工作是反映局系统的工作成效提高在省市民意调查公众满意度排名的有效举措更是关系局系统年终考核结果的一项重要内容七个单项之一请各单位高度重视单位主要领导要亲自过问认真对待落实分管领导和专人做好宣传和信息报送工作及时反映单位工作成效结合工作提前梳理各单位要根据自身职能和工作特点提前做好宣传及信息报送的重点报送内容报送时节的梳理落实信息采写具体人员有价值的信息要提前汇报以便联系媒体进行专门报道各单位在做好自身单位内部管理和截污纳管宣传的同时重点要结合维修洗车行业污水排放治理客运企业洗车用水节水交通工程包括美丽公路配套防洪排涝设施建设配合防洪工程配合污水处理五水共治工程涉路施工交通场站配套污水工程交通涉路工程配套排污水管网设计航道航线水域保洁码头及游船污水排放治理青山航道防洪调水及垃圾清理等工作做好信息报送工作,informational,
285,2023-关于印发《临安区推进健康浙江健康杭州三年行动实施方案（2023-2025年）》的通知.docx,杭州市,临安,2023.0,regulatory,informational,0.75,(keyword fallback),关于印发临安区推进健康浙江健康杭州三年行动实施方案年的通知各镇党委政府各街道党工委办事处区直属各单位省市各驻临机构临安区推进健康浙江健康杭州三年行动实施方案年经区健康临安办主任会议审议通过现印发给你们请认真贯彻落实杭州市临安区健康临安建设领导小组办公室年月日临安区推进健康浙江健康杭州三年行动实施方案年为持续推进健康浙江行动健康杭州行动根据国务院关于实施健康中国行动的意见国发号和浙江省人民政府关于推进健康浙江行动的实施意见浙政发号更好的贯彻落实杭州市人民政府办公厅关于印发健康杭州三年行动计划年的通知杭政办函号等文件精神紧紧围绕产业强区富民安区实干兴区在高质量发展中奋力推动共同富裕为高水平建设吴越名城幸福临安提供坚实的健康根基结合我区实际制定本实施方案一总体要求和目标坚持把保障人民健康放在优先发展的战略位置将健康融入所有政策完善人民健康促进政策体系全面构建健康临安建设新格局为经济社会协调发展提供健康基础保障加快建立和完善大健康统筹联动管理机制推动公共政策健康影响评价试点工作大健康治理领域和关键环节改革取得突破健康镇覆盖率达人群主要健康指标居全国前列全区居民健康素养达到发达国家水平基本形成大,regulatory,
295,2023-杭州市余杭区人民政府关于印发《杭州市余杭区水资源节约保护和利用 总体规划》的通知.docx,杭州市,余杭区,2023.0,regulatory,informational,0.75,(keyword fallback),杭州市余杭区人民政府关于印发杭州市余杭区水资源节约保护和利用总体规划的通知各镇人民政府街道办事处区直各单位现将杭州市余杭区水资源节约保护和利用总体规划印发给你们请结合实际认真贯彻落实杭州市余杭区人民政府年月日此件公开发布杭州市余杭区水资源节约保护和利用总体规划年月杭州市余杭区水资源节约保护和利用总体规划责任页杭州水利水电勘测设计院有限公司目录前言现实基础与面临形势区域概况地理位置地形地貌水文气象河流水系经济社会水资源概况降雨量及径流水资源总量过境水资源量上一轮规划实施成效评估上一轮规划上一轮规划实施情况上一轮规划实施成效形势与问题分析面临形势存在问题规划总则指导思想与基本原则指导思想基本原则规划范围与水平年规划范围规划水平年规划目标与内容规划目标规划内容规划依据法律法规技术标准有关文件资料节约用水节约用水现状现状用水水平节水水平评价重点节水成效存在的主要问题节约用水目标重点节水措施农业节水增效工业节水减排城镇节水降损节水标杆引领非常规水利用节水组织领导重点节水措施汇总水资源保护与生态用水保障水资源保护现状水功能区目标水质及评价生态需水满足程度现状评价区域其他河道目标水质及评价饮用水水源,regulatory,
298,2020-杭州市余杭区人民政府办公室关于印发《关于完善大径山生态区生态保护补偿机制的实施意见》的通知.docx,杭州市,余杭区,2020.0,regulatory,incentive,1.0,(keyword fallback),杭州市余杭区人民政府办公室关于印发关于完善大径山生态区生态保护补偿机制的实施意见的通知各镇人民政府街道办事处区直各单位关于完善大径山生态区生态保护补偿机制的实施意见已经区政府研究同意现予以印发请认真贯彻执行杭州市余杭区人民政府办公室年月日关于完善大径山生态区生态保护补偿机制的实施意见为全面深入贯彻党的十九大中央农村工作会议按照中共中央国务院关于实施乡村振兴战略的意见中发号中共杭州市余杭区委杭州市余杭区人民政府关于推进乡村振兴战略的实施意见区委号文件要求加大生态环境保护力度加快生态文明建设统筹区域协调发展助推乡村振兴更好地发挥生态补偿机制的作用现就完善我区西部大径山生态区生态保护补偿机制提出如下意见一实施范围本意见所指大径山生态区范围为径山镇黄湖镇百丈镇鸬鸟镇所辖的全部区域瓶窑镇所辖的西险大塘以西以北区域以及余杭街道二绕以西义桥村竹园村仙宅村区域二重要意义大径山生态保护区是我区保育山地丘陵生态涵养水源之地我区自年起即已在此区域建立生态保护补偿机制年进行了进一步修改完善生态保护补偿机制的实施保障了西部片区生态保护工作的有效开展完善大径山生态保护区生态保护补偿机制有利于牢固树立生态优先的绿色,incentive,
301,2015-杭州市余杭区人民政府办公室关于印发《余杭区初始排污权分配和有偿使用实施意见》的通知.docx,杭州市,余杭区,2015.0,informational,incentive,1.0,(keyword fallback),杭州市余杭区人民政府办公室关于印发余杭区初始排污权分配和有偿使用实施意见的通知各镇人民政府街道办事处区直各单位余杭区初始排污权分配和有偿使用实施意见已经区政府同意现予印发请认真贯彻执行杭州市余杭区人民政府办公室年月日余杭区初始排污权分配和有偿使用实施意见为控制余杭区主要污染物排放总量防治区域环境污染促进经济社会和环境可持续发展根据国务院办公厅关于进一步推进排污权有偿使用和交易试点工作的指导意见国办发号浙江省人民政府关于开展排污权有偿使用和交易试点工作的指导意见浙政发号杭州市主要污染物排放总量控制配额分配方案杭减排办号等文件精神结合我区实际特制定本实施意见一组织领导初始排污权分配及有偿使用工作由杭州市余杭区人民政府组织领导杭州市余杭区环境保护局以下简称区环保局承担区域内初始排污权分配及有偿使用管理等日常工作二定义本实施意见所称的初始排污权是指按照排污许可证规定有总量控制要求的现有排污单位按区环保局核定和分配的主要污染物排放总量指标向环境直接或间接排放主要污染物的权利本实施意见所称的初始排污权分配是指区环保局在区域排污总量控制的前提下将排污权指标分配给现有排污单位的行为本实施意见所称的初始,incentive,
303,2021-杭州市余杭区人民政府办公室关于印发《余杭区“百路千里美乡村”新时代美丽乡村全域环境扩面提升实施方案》的通知.docx,杭州市,余杭区,2021.0,regulatory,incentive,1.0,(keyword fallback),杭州市余杭区人民政府办公室关于印发余杭区百路千里美乡村新时代美丽乡村全域环境扩面提升实施方案的通知各镇人民政府街道办事处区直有关单位余杭区百路千里美乡村新时代美丽乡村全域环境扩面提升实施方案已经区政府研究同意现予以印发请认真贯彻执行杭州市余杭区人民政府办公室年月日余杭区百路千里美乡村新时代美丽乡村全域环境扩面提升实施方案为深入贯彻落实乡村振兴战略深化千万工程推进新时代美丽乡村建设提升农村人居环境提高城乡融合发展水平特制定本实施方案一工作目标紧紧围绕全域美丽大花园建设以干净整洁有序为目标坚持问题导向需求导向按照基础先行自行申报镇村实施以奖代补原则力争通过三年时间进一步完善农村基础设施和公共配套设施扩大美丽乡村建设覆盖面推动乡村治理能级提升补齐农村人居环境短板提高群众的幸福感获得感满意度提升生态环境承载力为我区农业农村现代化奠定坚实的基础二工作原则一明确目标补齐短板将环境脏乱差违法和不雅观建筑整治到位作为百路千里美乡村新时代美丽乡村全域环境扩面提升以下简称新时代美丽乡村扩面提升的前置条件以干净整洁有序为建设目标坚决杜绝不切实际铺张浪费的政绩工程面子工程要立足各村实际按照缺什么补什么的要求大,regulatory,
306,2014-杭州市余杭区人民政府办公室关于印发《余杭区行政区域主要河流和跨行政区域河流交接断面水质保护管理考核办法》的通知.docx,杭州市,余杭区,2014.0,incentive,regulatory,1.0,(keyword fallback),杭州市余杭区人民政府办公室关于印发余杭区行政区域主要河流和跨行政区域河流交接断面水质保护管理考核办法的通知各镇人民政府街道办事处区直各单位余杭区行政区域主要河流和跨行政区域河流交接断面水质保护管理考核办法已经区政府同意现予印发请认真贯彻执行杭州市余杭区人民政府办公室年月日余杭区行政区域主要河流和跨行政区域河流交接断面水质保护管理考核办法第一条为落实各级政府对本辖区环境质量负责的法定职责严格实行行政区域主要河流以下简称主要河流和跨行政区域河流交接断面以下简称交接断面水质保护管理考核促进水环境综合治理和水环境质量改善实现流域经济社会与环境的协调发展根据浙江省跨行政区域河流交接断面水质监测和保护办法省政府令第号和浙江省跨行政区域河流交接断面水质保护管理考核办法浙政办发号等文件精神并结合余杭实际对原实施的余杭区行政区域主要河流和跨行政区域河流交接断面水质保护管理考核办法进行修订完善第二条本办法适用于余杭区行政区域主要河流和跨行政区域河流交接断面的水质保护管理考核各镇街平台主要河流和交接断面的水质监测考核具体点位详见附件根据水环境管理的实际需要区环保局可增加对某些重要河流和交接断面水质的监测考核,regulatory,
308,2023-杭州市临平区人民政府关于印发健康临平三年行动计划（2023-2025年）的通知.docx,杭州市,临平区,2023.0,regulatory,informational,0.5,(keyword fallback),杭州市临平区人民政府关于印发健康临平三年行动计划年的通知各镇人民政府街道办事处区直各单位现将健康临平三年行动计划年印发给你们请认真贯彻实施杭州市临平区人民政府年月日健康临平三年行动计划年为积极落实健康中国战略持续推进健康浙江健康杭州健康临平行动加速打造数智临平品质城区根据国务院关于实施健康中国行动的意见浙江省人民政府关于推进健康浙江行动的实施意见杭州市人民政府办公厅关于印发健康杭州三年行动计划年的通知等文件精神结合我区实际制定本行动计划一总体要求坚持把保障人民健康放在优先发展的战略位置完善人民健康促进政策体系全面打造健康临平建设新格局为我区经济社会高质量发展提供健康基础保障到年以健康为中心的整合型健康服务体系持续优化城市健康治理水平和市民健康水平双提升与临平区经济社会发展水平相适应与城市功能定位和居民全生命周期健康需求相匹配的健康治理体系基本建成健康临平建设总体水平力争走在全省前列二主要任务一普及健康生活方式健康知识普及行动倡导每个人是自己健康的第一责任人理念引导公众提高自我健康管理能力形成健康的行为和生活方式推进健康教育向综合整体的健康促进转变打造健康科普资源和宣传品牌完善健康科普专,regulatory,
309,2023-杭州市临平区人民政府关于印发杭州市临平区生态文明建设规划（2022-2030年）的通知.docx,杭州市,临平区,2023.0,incentive,regulatory,0.75,(keyword fallback),杭州市临平区人民政府关于印发杭州市临平区生态文明建设规划年的通知一背景依据年月杭州市区划调整设立杭州市临平区年月临平区获评第五批国家生态文明建设示范区为进一步厚植临平区生态文明建设的先行优势坚持一张蓝图绘到底一任接着一任干开创临平生态文明新篇章继续在生态文明建设实践中发挥示范带头作用特编制本规划编制依据国家生态文明建设示范区规划编制指南试行二主要内容和政策举措规划坚持问题导向目标导向结果导向充分衔接国家区域浙江省杭州市临平区等一系列规划全面打造社会主义现代化国际大都市标杆性城区长三角开放高地数智化变革高地全景式幸福高地努力建设人与自然和谐共生的美丽城区一战略定位充分分析临平区的区位特征产业特点和发展方向高水平建设数智临平品质城区展现重要窗口的临平风采二规划目标在国家生态文明建设示范区成果优势基础上进一步补足短板更高水平更进一步建设人与自然和谐共生的美丽临平把生态文明建设融入到临平区经济政治文化社会建设的各方面和全过程提出实现四个更高水平即更高水平实现制度高效善治更高水平实现生产绿色低碳更高水平实现生态环境改善更高水平实现生活和谐幸福三规划任务设置了大领域项重点任务完善生态制度全力打造数,informational,
316,2022-杭州市临平区人民政府关于印发《杭州市临平区深化“千万工程”高水平实施新时代美丽乡村提质升级行动（2021-2025）》的通知.docx,杭州市,临平区,2022.0,incentive,regulatory,0.75,(keyword fallback),杭州市临平区人民政府关于印发杭州市临平区深化千万工程高水平实施新时代美丽乡村提质升级行动的通知各镇人民政府街道办事处区直各单位杭州市临平区深化千万工程高水平实施新时代美丽乡村提质升级行动已经年第次区长办公会议和一届次区委常委会审议通过现予以印发请认真组织实施杭州市临平区人民政府年月日杭州市临平区深化千万工程高水平实施新时代美丽乡村提质升级行动计划年为持续深入贯彻习近平总书记关于千村示范万村整治工程的重要指示精神加快补齐农村人居环境短板进一步提升美丽乡村建设水平全面推进乡村振兴根据区委区政府决策部署和浙江省深化千万工程建设新时代美丽乡村行动计划年浙委办发号关于深化千万工程开展新一轮高水平高质量美丽乡村建设的实施意见市委办发号等文件精神结合本区实际特制定本行动计划一总体要求一指导思想高举习近平新时代中国特色社会主义思想伟大旗帜围绕数智临平品质城区发展方向以争创共同富裕示范区样板为牵引以打造江南韵味运河水乡美丽乡村标杆地为目标坚持突出重点片区联动以人为本内外兼修数智赋能彰显特色深化千万工程高水平实施新一轮美丽乡村提质升级行动按照一园引领两核驱动十村未来多点精致全域美丽总体布局注重规划建设运营,regulatory,
317,2023-杭州市临平区人民政府关于印发临平区和美乡村建设行动实施方案（2024-2026年）的通知.docx,杭州市,临平区,2023.0,regulatory,incentive,0.5,(keyword fallback),杭州市临平区人民政府关于印发临平区和美乡村建设行动实施方案年的通知各镇人民政府街道办事处区直各单位临平区和美乡村建设行动实施方案已经区委区政府研究同意现予以印发请认真贯彻实施杭州市临平区人民政府年月日临平区和美乡村建设行动实施方案年为深入贯彻落实习近平总书记关于千万工程的重要指示批示精神深化新时代千万工程全域推进宜居宜业和美乡村建设全面打造乡村振兴临平样板根据省市有关决策部署结合临平区实际特制定本实施方案一总体要求以习近平新时代中国特色社会主义思想为指导围绕打造乡村振兴共同富裕临平样板总目标坚持规划引领突出重点分类指导片区联动全域覆盖内外兼修彰显特色按照一带引领两核驱动多点精致全域美丽总体布局深化新时代千万工程高水平实施和美乡村建设行动聚焦人居环境提质突出乡村风貌优化完善农村公共服务大力发展美丽经济强化人文内涵展现营造文明和谐乡风点线面结合农文旅融合奋力建设诗画江南韵味运河水乡风情乡野乡愁底蕴共美共富活力的宜居宜业和美乡村自起重点实施大运河及二通道沿线综合整治两大核心片区提升和未来乡村数字乡村特色精品村扩面提升等创建项目注重规划建设运营管理并举整合各方资源强化要素保障优化激励机制加强管,informational,
